player_id,best_position,first_position,second_position,third_position,w_f,sm,level_a_w,level_d_w
14203,ST,ST,NP,NP,3,3,2,2
14204,CDM,CM,CDM,NP,3,2,2,2
14205,ST,ST,NP,NP,3,3,3,2
14206,ST,RW,NP,NP,3,2,2,2
14207,RM,ST,RM,LW,3,3,2,2
14208,CAM,CM,NP,NP,3,2,2,2
14209,ST,ST,NP,NP,3,2,2,2
14210,CB,CB,CM,NP,4,2,2,2
14211,CB,CB,NP,NP,4,2,2,2
14212,CDM,CM,CDM,NP,3,3,2,3
14213,CAM,CDM,NP,NP,4,2,2,3
14214,RB,RB,NP,NP,4,2,2,2
14215,GK,GK,NP,NP,2,1,2,2
14216,CAM,CM,NP,NP,3,2,2,2
14217,RM,LM,RM,NP,4,2,2,2
14218,ST,ST,NP,NP,3,2,2,2
14219,RM,RM,RW,NP,3,3,2,2
14220,CAM,LW,CAM,NP,3,2,2,2
14221,GK,GK,NP,NP,3,1,2,2
14222,ST,ST,NP,NP,3,3,3,2
14223,CAM,CAM,LB,NP,2,3,2,2
14224,CAM,ST,NP,NP,2,2,2,1
14225,RM,RM,RW,NP,3,3,2,2
14226,LM,LW,RW,NP,3,3,2,2
14227,CB,CB,NP,NP,3,2,1,2
14228,CB,RB,RWB,NP,2,2,1,3
14229,ST,ST,NP,NP,3,2,2,2
14230,RM,RW,LW,CAM,3,3,2,2
14231,CB,CDM,CB,NP,3,2,2,3
14232,CB,CB,NP,NP,2,2,2,2
14233,GK,GK,NP,NP,2,1,2,2
14234,CB,CB,NP,NP,2,2,2,2
14235,CAM,CM,CDM,NP,3,2,2,2
14236,CB,CB,CDM,NP,3,2,1,2
14237,CAM,CM,CAM,NP,3,2,2,2
14238,GK,GK,NP,NP,2,1,2,2
14239,ST,ST,NP,NP,3,2,2,2
14240,CDM,CM,NP,NP,2,2,2,3
14241,CB,CM,CDM,NP,3,2,2,3
14242,CAM,CAM,LM,NP,4,3,2,2
14243,CB,CB,NP,NP,2,2,2,2
14244,GK,GK,NP,NP,3,1,2,2
14245,CB,CB,NP,NP,3,2,1,3
14246,GK,GK,NP,NP,2,1,2,2
14247,ST,ST,LM,NP,3,3,2,2
14248,GK,GK,NP,NP,3,1,2,2
14249,CM,CM,NP,NP,3,2,2,2
14250,LB,LB,LM,NP,3,2,3,2
14251,CB,CB,NP,NP,2,2,2,2
14252,CB,CB,NP,NP,3,2,2,3
14253,LB,CB,NP,NP,3,2,2,2
14254,CAM,RW,RB,NP,2,3,2,3
14255,RM,LW,NP,NP,4,3,3,2
14256,LB,LB,LM,NP,3,2,2,3
14257,CM,CM,CDM,NP,3,2,2,2
14258,RM,CM,NP,NP,3,2,2,2
14259,CB,CB,NP,NP,3,2,1,3
14260,LB,LB,NP,NP,3,3,2,2
14261,GK,GK,NP,NP,2,1,2,2
14262,CAM,ST,RW,NP,3,2,2,2
14263,RM,LM,RM,NP,3,3,2,2
14264,CB,CB,NP,NP,3,2,2,2
14265,CDM,CB,RB,NP,3,2,2,3
14266,RM,RM,ST,NP,3,2,3,1
14267,RB,RB,NP,NP,3,2,2,2
14268,CB,CB,NP,NP,2,2,2,2
14269,CAM,CM,RW,NP,3,2,2,2
14270,RM,ST,LW,NP,3,3,3,2
14271,GK,GK,NP,NP,2,1,2,2
14272,LB,LB,NP,NP,2,2,3,2
14273,GK,GK,NP,NP,2,1,2,2
14274,RWB,RWB,RM,NP,2,2,2,2
14275,CM,CM,NP,NP,3,2,2,2
14276,LB,LB,NP,NP,3,2,2,2
14277,ST,ST,NP,NP,4,3,2,3
14278,RM,RM,LW,RW,4,2,2,1
14279,CB,RB,CB,NP,2,2,2,2
14280,CB,RB,NP,NP,4,2,2,2
14281,RB,RB,NP,NP,2,2,2,2
14282,CB,CB,NP,NP,2,2,2,2
14283,ST,ST,NP,NP,3,2,3,2
14284,LB,LB,LM,NP,3,3,3,3
14285,ST,ST,NP,NP,4,3,3,3
14286,GK,GK,NP,NP,3,1,2,2
14287,ST,ST,NP,NP,3,2,2,2
14288,RWB,CDM,CM,NP,4,3,2,2
14289,GK,GK,NP,NP,3,1,2,2
14290,CB,CB,NP,NP,3,2,2,2
14291,CDM,CM,CDM,NP,2,2,2,2
14292,CAM,CAM,CM,NP,2,3,2,2
14293,CAM,CM,NP,NP,3,2,2,2
14294,RM,CM,CDM,NP,3,3,3,2
14295,RB,RB,NP,NP,3,2,3,2
14296,LM,LW,NP,NP,3,2,2,2
14297,CAM,CAM,CF,ST,3,3,2,2
14298,ST,RW,ST,NP,3,2,2,2
14299,RM,RM,RW,NP,2,2,2,1
14300,LM,LW,LM,NP,4,4,3,2
14301,LM,RW,LW,NP,4,3,2,2
14302,GK,GK,NP,NP,2,1,2,2
14303,ST,CAM,CM,NP,3,2,2,2
14304,CB,CB,NP,NP,3,2,3,2
14305,CB,CB,NP,NP,3,2,2,2
14306,CAM,CM,CAM,CDM,3,3,3,2
14307,ST,ST,RW,NP,3,2,2,2
14308,CM,CM,NP,NP,3,2,2,2
14309,GK,GK,NP,NP,2,1,2,2
14310,RM,RM,CM,NP,3,2,2,2
14311,CB,CB,CM,NP,4,2,2,3
14312,CB,CB,NP,NP,4,2,2,2
14313,ST,ST,NP,NP,2,2,2,1
14314,CAM,CAM,NP,NP,3,3,2,2
14315,CM,CM,CAM,NP,3,2,2,2
14316,CB,CB,NP,NP,2,2,2,3
14317,ST,ST,NP,NP,3,2,3,1
14318,GK,GK,NP,NP,3,1,2,2
14319,CB,CB,LB,NP,2,2,2,3
14320,RB,RB,NP,NP,3,2,2,2
14321,RM,RM,LM,NP,3,3,2,2
14322,CM,CDM,CM,NP,3,3,2,2
14323,CM,CM,CDM,NP,3,3,2,2
14324,RWB,RB,NP,NP,3,2,2,2
14325,CB,CB,NP,NP,3,2,2,2
14326,ST,ST,LM,CAM,3,2,2,2
14327,LB,CDM,NP,NP,3,3,2,2
14328,ST,ST,NP,NP,3,3,2,2
14329,CAM,ST,LW,NP,3,2,2,2
14330,CDM,CM,NP,NP,3,2,2,2
14331,GK,GK,NP,NP,2,1,2,2
14332,RM,CM,CAM,NP,3,2,2,2
14333,CAM,CAM,NP,NP,3,2,3,1
14334,CB,CB,NP,NP,3,2,2,2
14335,CB,CB,LB,NP,3,2,1,3
14336,RM,RM,RB,NP,3,3,2,2
14337,CAM,LM,NP,NP,3,2,2,1
14338,CAM,CAM,CM,RM,3,3,3,1
14339,CDM,CDM,NP,NP,3,2,2,2
14340,CAM,CDM,CM,NP,4,2,2,2
14341,LWB,LB,LWB,LM,3,2,2,2
14342,CAM,CM,CDM,NP,3,2,2,2
14343,GK,GK,NP,NP,2,1,2,2
14344,LB,LB,NP,NP,3,2,3,2
14345,GK,GK,NP,NP,2,1,2,2
14346,CB,CB,NP,NP,2,2,1,2
14347,CB,CB,NP,NP,3,2,3,2
14348,CDM,CDM,NP,NP,2,2,2,2
14349,CB,CB,NP,NP,3,2,2,2
14350,CAM,CAM,ST,NP,3,3,2,1
14351,ST,ST,NP,NP,3,2,3,2
14352,LW,LW,NP,NP,3,2,3,2
14353,CAM,CAM,NP,NP,3,3,2,2
14354,CAM,CM,NP,NP,3,3,2,2
14355,RB,RB,RM,CM,3,2,3,2
14356,LM,LW,NP,NP,3,3,2,2
14357,CAM,CM,NP,NP,4,3,2,2
14358,CAM,CM,NP,NP,2,3,3,2
14359,CB,LB,NP,NP,3,2,2,2
14360,GK,GK,NP,NP,2,1,2,2
14361,ST,ST,NP,NP,2,2,2,1
14362,ST,ST,NP,NP,3,2,3,1
14363,LB,LB,NP,NP,3,2,3,2
14364,LB,LB,LWB,NP,3,3,3,2
14365,ST,ST,RM,NP,3,2,2,2
14366,CAM,CAM,NP,NP,3,3,2,2
14367,ST,ST,NP,NP,3,2,3,1
14368,RB,RB,NP,NP,2,2,2,2
14369,RM,RW,RM,NP,2,3,2,2
14370,ST,ST,NP,NP,3,2,2,2
14371,CB,CB,CDM,NP,3,2,1,2
14372,RWB,RWB,RB,CB,3,2,3,2
14373,CM,CM,NP,NP,3,3,2,2
14374,CAM,CAM,RM,NP,3,3,2,2
14375,LB,LB,LM,NP,2,2,2,3
14376,CM,CDM,CAM,NP,3,3,3,3
14377,GK,GK,NP,NP,2,1,2,2
14378,RM,ST,RM,NP,4,3,2,2
14379,RM,RM,CAM,NP,3,3,2,1
14380,CB,CB,NP,NP,3,2,2,2
14381,GK,GK,NP,NP,2,1,2,2
14382,CB,CB,RB,NP,2,2,2,2
14383,ST,ST,NP,NP,3,2,2,2
14384,CB,CB,NP,NP,2,2,2,2
14385,LW,LW,ST,RW,4,3,3,1
14386,LM,LM,NP,NP,2,3,2,2
14387,GK,GK,NP,NP,2,1,2,2
14388,CM,CM,NP,NP,3,2,3,3
14389,ST,ST,NP,NP,3,2,2,2
14390,GK,GK,NP,NP,3,1,2,2
14391,GK,GK,NP,NP,2,1,2,2
14392,CB,CB,NP,NP,3,2,1,3
14393,LB,LB,NP,NP,3,2,2,3
14394,ST,LM,RM,ST,3,2,3,3
14395,ST,ST,NP,NP,3,2,3,2
14396,CM,CB,CDM,NP,3,3,1,2
14397,RB,RB,NP,NP,2,2,2,2
14398,RB,RB,NP,NP,3,2,2,2
14399,CB,CB,NP,NP,3,2,2,2
14400,CAM,CAM,CM,NP,4,3,3,2
14401,ST,ST,NP,NP,5,2,2,2
14402,CB,CB,LB,NP,3,2,2,2
14403,LB,LB,NP,NP,2,2,2,2
14404,CB,CB,NP,NP,3,2,2,3
14405,GK,GK,NP,NP,3,1,2,2
14406,RB,RB,NP,NP,3,2,3,2
14407,RM,RM,LM,NP,3,2,2,2
14408,LM,LM,RM,CAM,3,2,2,2
14409,CDM,CDM,CM,NP,2,2,2,2
14410,CB,CB,NP,NP,2,2,2,2
14411,ST,ST,NP,NP,2,2,2,1
14412,ST,ST,NP,NP,3,2,3,1
14413,ST,ST,NP,NP,3,2,2,1
14414,RW,RW,RB,NP,3,2,2,3
14415,LB,LB,NP,NP,2,2,3,2
14416,CB,CB,NP,NP,3,2,2,2
14417,CB,CB,NP,NP,3,2,2,2
14418,LM,CM,LM,RM,4,2,3,2
14419,CB,CB,NP,NP,3,2,2,2
14420,CB,CB,NP,NP,2,2,1,3
14421,RB,RB,LB,NP,5,2,2,2
14422,CB,CB,RB,NP,3,2,2,3
14423,RM,LM,RM,NP,2,3,3,2
14424,CB,CB,NP,NP,3,2,2,2
14425,CAM,CAM,RM,NP,3,3,3,1
14426,RM,CAM,RM,NP,2,2,2,2
14427,CB,CB,NP,NP,3,2,2,2
14428,ST,ST,NP,NP,3,3,2,2
14429,CAM,CM,CDM,RM,3,3,3,2
14430,GK,GK,NP,NP,3,1,2,2
14431,RM,LM,CAM,NP,4,3,3,2
14432,CB,CDM,NP,NP,2,2,2,2
14433,LM,LM,NP,NP,3,3,2,2
14434,LM,LB,LW,NP,3,2,2,2
14435,CB,CB,RB,NP,3,2,2,3
14436,CB,CB,NP,NP,3,2,1,3
14437,CB,CB,NP,NP,4,2,1,2
14438,CB,CB,RB,NP,3,2,2,2
14439,CB,CB,NP,NP,2,2,2,2
14440,GK,GK,NP,NP,3,1,2,2
14441,CB,CB,NP,NP,3,2,1,2
14442,CB,CB,RB,NP,3,2,2,2
14443,ST,LW,ST,NP,3,2,3,2
14444,CB,CB,NP,NP,3,2,1,2
14445,RB,RB,RM,ST,3,2,3,2
14446,CDM,CM,NP,NP,3,2,2,2
14447,LM,RM,LM,LB,4,2,3,2
14448,CB,CB,NP,NP,2,2,1,2
14449,GK,GK,NP,NP,3,1,2,2
14450,CAM,CAM,CM,NP,3,3,3,2
14451,GK,GK,NP,NP,3,1,2,2
14452,GK,GK,NP,NP,2,1,2,2
14453,GK,GK,NP,NP,2,1,2,2
14454,CM,CB,CDM,RB,3,2,3,2
14455,ST,ST,RW,NP,3,2,3,2
14456,LM,LB,LWB,NP,3,2,2,2
14457,CB,CB,NP,NP,3,2,2,2
14458,CB,CB,NP,NP,3,2,1,3
14459,CM,CM,NP,NP,3,2,2,2
14460,CB,CB,NP,NP,3,2,2,3
14461,ST,ST,NP,NP,3,2,2,2
14462,GK,GK,NP,NP,3,1,2,2
14463,ST,ST,NP,NP,3,2,2,2
14464,CB,CB,NP,NP,3,2,2,3
14465,CB,RB,NP,NP,3,2,2,2
14466,CDM,CM,CAM,NP,3,2,3,2
14467,RM,RM,ST,NP,3,3,2,2
14468,RWB,RB,CDM,NP,3,2,2,2
14469,CAM,CAM,CM,NP,3,2,2,2
14470,ST,ST,NP,NP,2,2,2,1
14471,CAM,CAM,LM,CM,4,3,2,2
14472,CB,CB,NP,NP,2,2,1,3
14473,LM,LM,NP,NP,3,3,2,3
14474,CAM,CAM,RM,NP,2,3,2,1
14475,CB,CB,NP,NP,2,2,3,3
14476,LB,LB,NP,NP,3,2,2,2
14477,LWB,LWB,NP,NP,3,3,3,2
14478,GK,GK,NP,NP,3,1,2,2
14479,ST,ST,NP,NP,2,2,2,2
14480,CB,CB,NP,NP,2,2,2,3
14481,CDM,CDM,CM,NP,3,2,2,2
14482,CDM,CDM,NP,NP,2,2,2,2
14483,ST,CAM,NP,NP,3,2,3,1
14484,RWB,RWB,RB,NP,2,3,2,2
14485,LWB,LB,NP,NP,2,2,3,2
14486,CB,RB,RWB,NP,3,2,2,2
14487,LB,LB,LM,NP,3,2,2,2
14488,CB,CB,LB,NP,2,2,2,2
14489,ST,ST,NP,NP,4,2,2,2
14490,LB,LB,LWB,NP,2,2,2,2
14491,CAM,CAM,NP,NP,3,2,3,1
14492,RM,RM,LM,NP,2,2,2,2
14493,ST,CM,CDM,NP,3,3,2,2
14494,ST,ST,NP,NP,3,2,2,2
14495,LWB,LWB,LM,NP,2,2,2,2
14496,CB,CB,NP,NP,2,2,1,3
14497,ST,ST,NP,NP,3,2,3,2
14498,RM,RM,RB,NP,3,2,3,2
14499,RB,RB,NP,NP,3,3,2,2
14500,CB,CB,NP,NP,3,2,2,2
14501,LB,LB,NP,NP,2,2,2,3
14502,CM,CM,NP,NP,2,3,2,2
14503,CB,CB,CDM,NP,4,2,2,3
14504,CB,CB,NP,NP,3,2,2,2
14505,CB,CB,NP,NP,3,2,2,3
14506,RB,RB,NP,NP,3,3,2,1
14507,CB,CB,NP,NP,2,2,2,2
14508,CB,CB,RWB,NP,4,2,2,2
14509,RM,RM,NP,NP,3,2,2,2
14510,ST,ST,RM,LM,3,2,3,1
14511,GK,GK,NP,NP,3,1,2,2
14512,CB,CB,NP,NP,3,2,2,2
14513,RM,CM,CDM,NP,4,2,2,2
14514,ST,ST,NP,NP,3,2,1,1
14515,CB,CB,NP,NP,3,2,2,2
14516,ST,ST,NP,NP,3,2,2,1
14517,RB,RB,NP,NP,3,2,2,2
14518,CDM,CDM,CM,NP,2,2,2,2
14519,RM,RW,RM,LW,3,2,2,2
14520,CB,CB,LB,NP,3,2,2,2
14521,CB,CB,RB,NP,2,2,2,2
14522,ST,ST,NP,NP,3,3,2,2
14523,RWB,CDM,NP,NP,3,2,2,3
14524,CDM,CDM,CM,CAM,3,2,2,3
14525,ST,ST,NP,NP,4,3,2,2
14526,CAM,CDM,CM,NP,4,2,2,2
14527,CDM,CM,NP,NP,3,2,2,3
14528,CB,CB,NP,NP,2,2,2,3
14529,CAM,CAM,LM,CM,3,3,2,2
14530,CB,CB,LB,NP,3,2,2,3
14531,RM,RM,LM,NP,2,3,3,2
14532,CDM,CM,NP,NP,3,2,2,2
14533,CB,CB,RB,NP,2,2,2,3
14534,ST,ST,NP,NP,2,2,3,1
14535,LB,LB,NP,NP,2,2,2,2
14536,RM,RM,ST,LM,4,3,3,3
14537,CM,CM,LM,NP,3,2,2,2
14538,RM,RM,RB,NP,3,3,2,2
14539,RM,RW,NP,NP,3,3,2,2
14540,RW,LM,NP,NP,3,3,2,2
14541,CAM,CM,NP,NP,3,2,3,2
14542,ST,ST,NP,NP,3,2,3,1
14543,CB,CB,NP,NP,2,2,2,2
14544,LM,LM,LWB,NP,2,3,2,2
14545,LW,LW,NP,NP,3,3,2,2
14546,CB,CB,NP,NP,3,2,1,2
14547,GK,GK,NP,NP,2,1,2,2
14548,LB,LB,NP,NP,2,3,3,2
14549,CB,CB,NP,NP,4,2,2,2
14550,LM,LM,LB,NP,3,3,3,3
14551,CAM,CM,NP,NP,3,2,2,2
14552,CB,CB,NP,NP,2,2,2,2
14553,LB,LB,NP,NP,3,2,2,2
14554,CB,CB,NP,NP,3,2,2,2
14555,GK,GK,NP,NP,3,1,2,2
14556,GK,GK,NP,NP,3,1,2,2
14557,RB,RB,CB,NP,3,2,2,2
14558,RM,CAM,NP,NP,3,3,3,2
14559,CM,CM,NP,NP,3,2,3,2
14560,LM,LW,NP,NP,3,2,3,2
14561,CB,CB,CDM,NP,2,2,2,2
14562,CDM,CDM,CM,NP,4,3,2,2
14563,LM,LM,RM,NP,5,3,2,2
14564,CAM,RM,LM,NP,2,3,2,1
14565,ST,LW,RW,NP,3,3,2,2
14566,ST,ST,NP,NP,3,2,2,2
14567,ST,ST,LW,NP,3,2,2,2
14568,ST,ST,NP,NP,2,3,2,2
14569,LWB,LWB,LW,NP,3,2,3,2
14570,ST,ST,NP,NP,3,2,2,2
14571,LB,LB,NP,NP,2,2,2,2
14572,CB,CB,NP,NP,2,2,1,3
14573,CAM,RB,NP,NP,2,2,2,2
14574,GK,GK,NP,NP,2,1,2,2
14575,RB,CM,CDM,NP,3,3,2,2
14576,CB,LB,LM,LWB,2,2,2,2
14577,RM,LM,CAM,NP,4,3,3,2
14578,GK,GK,NP,NP,3,1,2,2
14579,CAM,CF,NP,NP,3,2,2,2
14580,RM,RM,LM,NP,4,3,2,2
14581,LM,LW,NP,NP,3,2,3,1
14582,RM,CDM,CM,NP,3,2,2,2
14583,GK,GK,NP,NP,2,1,2,2
14584,RWB,RB,NP,NP,2,2,2,2
14585,RM,LW,RW,CAM,4,2,3,1
14586,LM,CM,LB,NP,2,3,2,2
14587,CB,CB,CDM,NP,2,2,2,2
14588,ST,ST,LM,NP,3,3,2,2
14589,RM,RM,LM,CM,3,3,2,2
14590,CB,CB,NP,NP,1,2,2,2
14591,CB,CB,RB,NP,2,2,2,3
14592,RB,RB,RWB,LB,2,2,2,2
14593,RB,RB,NP,NP,3,2,2,1
14594,LB,LB,CB,NP,3,2,2,2
14595,CDM,CDM,CB,NP,3,2,3,2
14596,RM,CAM,CM,NP,2,3,3,3
14597,CDM,CM,NP,NP,3,2,2,2
14598,CAM,RM,LM,NP,3,2,2,2
14599,RM,RWB,RM,RB,2,2,2,2
14600,CAM,CM,NP,NP,3,3,2,1
14601,RW,ST,NP,NP,3,3,2,1
14602,CB,CB,NP,NP,2,2,2,2
14603,CAM,CM,CAM,NP,3,3,2,2
14604,RB,RB,NP,NP,3,2,2,2
14605,CDM,CDM,LB,NP,3,2,2,2
14606,RB,RB,NP,NP,4,3,2,2
14607,GK,GK,NP,NP,2,1,2,2
14608,CAM,CAM,CM,NP,3,2,2,2
14609,LB,LB,LM,NP,2,2,2,3
14610,RB,RB,NP,NP,2,2,2,3
14611,LB,LB,CDM,NP,2,2,3,2
14612,ST,ST,NP,NP,3,2,2,2
14613,CDM,CDM,CM,CB,2,2,2,3
14614,CAM,CM,LM,NP,4,3,2,2
14615,CAM,LM,RM,NP,3,3,2,1
14616,CAM,CM,CAM,NP,2,3,2,2
14617,ST,ST,RW,NP,3,3,2,2
14618,CDM,CM,CDM,NP,3,2,2,2
14619,CAM,CM,NP,NP,3,3,3,2
14620,GK,GK,NP,NP,1,1,2,2
14621,ST,ST,NP,NP,4,3,3,1
14622,LM,CM,NP,NP,2,3,2,2
14623,CB,CB,RWB,NP,4,2,2,3
14624,LM,LM,LB,NP,3,2,2,2
14625,CDM,CDM,CM,NP,3,2,2,2
14626,LB,LB,CB,NP,3,2,3,2
14627,RM,ST,LM,NP,3,3,2,2
14628,CB,CB,NP,NP,3,2,1,3
14629,RM,CM,NP,NP,3,3,2,2
14630,RM,RM,RW,NP,3,3,2,2
14631,LW,LW,NP,NP,2,3,2,2
14632,CDM,CDM,CM,NP,3,2,2,2
14633,CB,CB,NP,NP,2,2,2,2
14634,CB,CB,NP,NP,3,2,1,3
14635,RM,RM,NP,NP,3,3,2,1
14636,CB,LB,NP,NP,2,2,2,3
14637,LM,LM,CAM,NP,2,2,2,2
14638,GK,GK,NP,NP,3,1,2,2
14639,CAM,RW,LW,NP,3,3,2,2
14640,CDM,CDM,LM,NP,3,3,2,2
14641,ST,ST,NP,NP,2,2,2,1
14642,ST,ST,NP,NP,2,2,2,1
14643,ST,ST,NP,NP,3,3,3,3
14644,CDM,CDM,CM,NP,3,2,2,3
14645,CDM,RB,NP,NP,3,2,2,3
14646,RB,RB,CB,NP,3,3,2,2
14647,CDM,CDM,CB,NP,4,2,2,2
14648,RM,RM,RW,NP,3,2,2,2
14649,CM,CM,CAM,NP,3,2,2,2
14650,LB,LB,LM,NP,2,2,2,2
14651,GK,GK,NP,NP,1,1,2,2
14652,CAM,CM,NP,NP,3,3,2,2
14653,GK,GK,NP,NP,3,1,2,2
14654,LM,LM,RM,NP,4,3,2,2
14655,LB,LB,NP,NP,3,2,2,3
14656,ST,CF,ST,CAM,2,2,3,1
14657,LWB,LWB,LB,NP,2,2,3,2
14658,GK,GK,NP,NP,2,1,2,2
14659,LM,RW,ST,NP,3,3,3,1
14660,CB,CB,NP,NP,2,2,2,3
14661,CAM,CM,RW,NP,2,3,3,2
14662,CB,LB,CB,NP,3,2,2,2
14663,GK,GK,NP,NP,3,1,2,2
14664,ST,RW,LW,ST,4,3,3,1
14665,ST,ST,NP,NP,3,3,2,2
14666,LM,LM,RM,NP,4,3,2,2
14667,ST,ST,NP,NP,2,2,2,2
14668,ST,ST,NP,NP,3,3,2,2
14669,RB,RB,NP,NP,3,2,2,2
14670,CAM,LM,NP,NP,3,2,2,2
14671,GK,GK,NP,NP,3,1,2,2
14672,CDM,CDM,NP,NP,3,2,2,3
14673,ST,ST,NP,NP,3,2,2,2
14674,CB,CB,NP,NP,3,2,2,2
14675,LWB,LB,NP,NP,3,3,3,2
14676,CDM,CDM,CM,NP,3,2,2,2
14677,CB,CB,NP,NP,3,2,2,3
14678,CM,CM,NP,NP,4,3,2,2
14679,CDM,CDM,CM,NP,3,2,3,3
14680,RM,RM,CAM,NP,3,2,3,2
14681,ST,LM,CM,NP,3,3,2,2
14682,CB,CB,NP,NP,2,2,3,2
14683,RW,RW,RM,CAM,3,2,3,2
14684,GK,GK,NP,NP,2,1,2,2
14685,RM,LW,LM,NP,3,2,3,2
14686,CDM,CDM,CM,NP,2,2,1,2
14687,CB,CB,NP,NP,3,2,2,3
14688,CB,CB,NP,NP,2,2,2,2
14689,ST,ST,RW,NP,3,2,3,1
14690,RM,ST,NP,NP,4,3,2,2
14691,CAM,CM,RM,NP,3,2,2,2
14692,CAM,CM,NP,NP,3,3,2,2
14693,CAM,CM,CDM,NP,4,3,2,2
14694,GK,GK,NP,NP,2,1,2,2
14695,LB,LB,NP,NP,2,2,2,2
14696,CDM,CDM,NP,NP,3,2,1,3
14697,RB,RB,NP,NP,3,2,2,2
14698,CB,CB,CDM,NP,3,2,1,3
14699,RM,LM,NP,NP,3,3,2,2
14700,CB,CB,NP,NP,2,2,2,3
14701,LM,LM,RM,ST,2,3,2,2
14702,RB,RB,LB,CB,3,2,2,2
14703,LB,LB,NP,NP,2,2,2,2
14704,CB,CB,NP,NP,3,2,2,2
14705,RW,RW,NP,NP,3,2,3,1
14706,RM,LM,CDM,NP,3,2,2,2
14707,RM,RM,NP,NP,3,2,2,1
14708,CM,CDM,CM,NP,3,2,2,2
14709,ST,ST,NP,NP,3,3,2,2
14710,LM,LM,RM,NP,3,3,2,2
14711,LM,LM,RM,NP,4,3,3,2
14712,ST,ST,NP,NP,3,2,2,2
14713,CB,CB,NP,NP,3,2,2,2
14714,ST,ST,RM,NP,3,2,2,1
14715,GK,GK,NP,NP,2,1,2,2
14716,CB,CB,RB,NP,3,2,1,2
14717,ST,ST,NP,NP,3,2,2,1
14718,CAM,CAM,NP,NP,3,3,2,2
14719,CB,CB,NP,NP,3,2,2,3
14720,CM,CM,RW,NP,3,3,2,2
14721,RB,RB,RM,NP,3,2,2,2
14722,CB,CB,NP,NP,3,2,2,2
14723,RM,RM,NP,NP,3,2,3,2
14724,CM,CM,CDM,NP,4,2,2,2
14725,ST,ST,NP,NP,3,2,2,2
14726,RB,RB,NP,NP,3,2,2,2
14727,CB,CB,NP,NP,2,2,2,2
14728,LB,LB,CB,NP,3,2,2,2
14729,CDM,CDM,CM,NP,3,2,2,3
14730,ST,ST,NP,NP,3,2,3,2
14731,RWB,CB,RB,NP,3,2,2,2
14732,LM,LM,LWB,NP,4,3,2,2
14733,GK,GK,NP,NP,3,1,2,2
14734,CDM,CM,NP,NP,3,2,2,2
14735,GK,GK,NP,NP,3,1,2,2
14736,CB,CDM,CM,NP,2,2,2,2
14737,ST,CAM,CM,ST,3,3,2,2
14738,CAM,CM,NP,NP,3,2,2,2
14739,LB,LB,LM,NP,3,2,2,3
14740,CB,CB,NP,NP,2,2,2,2
14741,CB,CB,NP,NP,3,2,1,3
14742,LB,LB,NP,NP,2,3,2,2
14743,ST,ST,NP,NP,5,2,3,2
14744,ST,ST,NP,NP,3,2,2,1
14745,LWB,LB,CB,NP,3,2,2,3
14746,GK,GK,NP,NP,3,1,2,2
14747,ST,ST,NP,NP,3,2,3,2
14748,ST,ST,NP,NP,3,3,3,2
14749,CM,CDM,NP,NP,3,2,2,2
14750,CAM,CM,CAM,NP,3,2,2,1
14751,ST,ST,NP,NP,2,2,2,1
14752,CAM,LW,RW,NP,3,2,2,2
14753,ST,ST,NP,NP,3,2,3,3
14754,RM,CAM,CM,CF,3,2,2,2
14755,RM,RM,NP,NP,3,3,3,2
14756,CB,CB,NP,NP,3,2,2,3
14757,LB,LB,NP,NP,3,2,2,3
14758,ST,ST,CAM,NP,3,3,2,2
14759,RWB,RB,NP,NP,2,3,3,2
14760,CB,CB,NP,NP,3,2,2,2
14761,CAM,LM,NP,NP,3,3,2,2
14762,CB,CB,NP,NP,2,2,2,2
14763,CAM,LW,ST,NP,3,3,2,2
14764,ST,ST,NP,NP,3,2,2,2
14765,GK,GK,NP,NP,2,1,2,2
14766,CB,CB,NP,NP,3,2,2,3
14767,CAM,CAM,NP,NP,3,3,2,2
14768,RWB,RWB,LWB,NP,3,2,2,2
14769,CB,CB,LB,NP,3,2,2,2
14770,GK,GK,NP,NP,3,1,2,2
14771,ST,LM,ST,NP,3,3,3,2
14772,CB,CB,NP,NP,3,2,2,2
14773,RM,RM,NP,NP,3,2,2,2
14774,CDM,CB,CDM,NP,3,2,2,2
14775,LM,RM,CAM,NP,3,2,2,2
14776,ST,ST,NP,NP,3,2,3,1
14777,LB,LB,NP,NP,2,2,2,2
14778,ST,ST,NP,NP,3,2,2,1
14779,CB,CB,NP,NP,2,2,1,2
14780,ST,ST,NP,NP,3,2,2,2
14781,GK,GK,NP,NP,2,1,2,2
14782,RM,RW,LW,NP,2,3,2,2
14783,RB,RB,RWB,NP,3,2,3,2
14784,ST,ST,NP,NP,3,2,2,2
14785,CB,CB,LB,NP,3,2,2,3
14786,CB,CB,NP,NP,2,2,2,2
14787,CB,CB,NP,NP,3,2,1,2
14788,GK,GK,NP,NP,2,1,2,2
14789,RB,CDM,NP,NP,2,2,2,3
14790,ST,LW,NP,NP,2,3,3,1
14791,GK,GK,NP,NP,2,1,2,2
14792,RM,LM,RM,NP,2,2,2,2
14793,CAM,LM,LW,CM,2,3,3,1
14794,CB,CB,NP,NP,2,2,2,2
14795,RM,CAM,LM,NP,3,3,2,1
14796,CAM,CM,NP,NP,3,2,2,2
14797,LW,LW,ST,NP,3,2,2,2
